time,open,high,low,close,tick_volume,spread,real_volume
2003-02-05,382.11,388.75,370.0,371.5,3737,0,0
2003-02-06,370.0,376.85,367.8,370.25,2242,0,0
2003-02-07,369.3,375.15,366.75,369.75,3463,0,0
2003-02-10,370.0,373.36,362.4,362.75,2986,0,0
2003-02-11,362.61,365.95,360.25,363.45,3255,0,0
2003-02-12,363.84,365.75,351.09,352.75,3130,0,0
2003-02-13,352.9,358.95,346.75,356.55,2620,0,0
2003-02-14,356.75,358.35,347.85,351.55,2868,0,0
2003-02-17,351.0,352.35,341.0,347.2,891,0,0
2003-02-18,347.0,348.97,342.25,343.55,2843,0,0
2003-02-19,343.85,349.7,341.97,349.7,2877,0,0
2003-02-20,349.61,354.78,349.1,352.45,3501,0,0
2003-02-21,352.64,355.05,350.35,351.9,2193,0,0
2003-02-24,351.75,358.04,350.0,357.09,2296,0,0
2003-02-25,357.07,360.65,350.25,351.95,2396,0,0
2003-02-26,352.09,355.55,350.9,354.05,2470,0,0
2003-02-27,354.62,357.15,345.0,345.95,2844,0,0
2003-02-28,345.11,351.5,344.75,349.95,3188,0,0
2003-03-03,349.5,349.86,344.7,349.86,2149,0,0
2003-03-04,349.95,355.0,348.97,353.15,2335,0,0
2003-03-05,354.11,357.9,351.28,353.55,1638,0,0
2003-03-06,353.87,357.4,352.1,356.25,4246,0,0
2003-03-07,356.34,358.6,346.5,350.75,2793,0,0
2003-03-10,352.22,355.5,351.47,354.72,2273,0,0
2003-03-11,354.85,355.47,348.2,350.65,1950,0,0
2003-03-12,350.53,351.0,345.3,346.0,2266,0,0
2003-03-13,346.35,346.86,331.45,334.35,1932,0,0
2003-03-14,334.45,338.15,331.5,336.35,1577,0,0
2003-03-17,339.95,345.65,334.45,336.9,1831,0,0
2003-03-18,337.15,340.98,333.75,338.1,1719,0,0
2003-03-19,337.95,341.25,333.95,336.43,2024,0,0
2003-03-20,336.85,338.15,331.6,332.25,2194,0,0
2003-03-21,331.97,335.0,325.49,326.05,2324,0,0
2003-03-24,328.13,331.25,325.88,329.65,1909,0,0
2003-03-25,329.85,334.7,327.1,328.55,2190,0,0
2003-03-26,328.74,331.25,327.88,330.25,1459,0,0
